,t1,t2,t3,t4,energy,old duration,lost,dead,duration
2070,7,4,11,0,16660.757812500004,182,47,569,22
2071,6,3,232,0,16661.0484375,402,55,597,241
2072,4,1,235,0,16661.2,403,52,677,240
2073,5,4,231,0,16662.051562500008,400,50,591,240
2074,5,4,102,0,16664.310937500002,271,41,594,111
2075,6,3,9,0,16664.925,179,57,423,18
2076,6,4,10,0,16666.493749999994,180,64,447,20
2077,7,3,164,0,16668.3328125,335,46,597,174
2078,4,3,233,0,16669.675000000007,401,54,450,240
2079,4,4,31,0,16670.709375,199,33,643,39
2080,6,2,8,0,16670.9078125,178,52,663,16
2081,4,2,218,0,16674.2171875,386,48,592,224
2082,6,1,22,0,16674.417187500007,192,44,480,29
2083,5,1,6,0,16675.510937500007,175,46,478,12
2084,6,4,230,0,16676.665625,400,60,496,240
2085,7,3,230,0,16679.342187500002,401,44,477,240
2086,5,3,55,0,16679.612500000007,224,35,570,63
2087,5,4,7,0,16680.828125000004,176,54,690,16
2088,6,3,217,0,16681.00625,387,37,685,226
2089,7,3,10,0,16681.018750000007,181,33,639,20
2090,7,3,193,0,16681.523437500004,364,52,675,203
2091,6,4,230,0,16681.942187500004,400,51,421,240
2092,5,3,151,0,16682.9171875,320,50,593,159
2093,4,3,11,0,16684.106250000004,179,49,591,18
2094,6,2,157,0,16684.6890625,327,38,549,165
2095,6,4,193,0,16685.5078125,363,49,645,203
2096,6,3,155,0,16686.243750000005,325,57,453,164
2097,7,4,69,0,16686.384375,240,38,736,80
2098,6,4,76,0,16688.726562499996,246,49,647,86
2099,5,4,17,0,16689.131250000002,186,45,644,26
2100,6,4,151,0,16689.257812500004,321,49,641,161
2101,6,3,9,0,16690.1921875,179,59,616,18
2102,4,3,211,0,16690.357812500002,379,45,428,218
2103,5,3,105,0,16690.787500000002,274,44,685,113
2104,5,3,30,0,16691.275,199,53,614,38
2105,6,2,80,0,16691.868750000005,250,56,385,88
2106,7,4,11,0,16692.9953125,182,53,619,22
2107,7,4,100,0,16694.1375,271,37,725,111
2108,5,3,10,0,16694.401562500007,179,44,594,18
2109,5,4,69,0,16697.798437499998,238,52,621,78
2110,5,3,66,0,16698.068750000002,235,48,594,74
2111,6,4,10,0,16699.443750000002,180,49,621,20
2112,5,4,146,0,16700.739062500004,315,58,597,155
2113,5,3,231,0,16701.109375,400,54,571,239
2114,6,2,8,0,16702.248437500006,178,59,591,16
2115,5,2,12,0,16704.2625,181,51,545,19
2116,5,2,92,0,16705.1359375,261,50,590,99
2117,6,4,10,0,16705.4015625,180,47,643,20
2118,4,3,9,0,16705.9703125,177,39,573,16
2119,7,6,219,0,16706.9234375,390,35,345,232
2120,4,4,7,0,16708.809375000004,175,45,590,15
2121,4,4,8,0,16708.860937499998,176,43,742,16
2122,4,2,80,0,16709.064062499998,248,53,625,86
2123,7,3,166,0,16709.490625,337,53,501,176
2124,4,4,87,0,16710.781250000004,255,44,594,95
2125,6,3,79,0,16711.373437500002,249,36,597,88
2126,4,3,11,0,16711.492187499996,179,46,663,18
2127,4,3,67,0,16711.53750000001,235,45,639,74
2128,4,1,5,0,16712.068750000002,173,40,455,10
2129,4,3,233,0,16714.9953125,401,50,568,240
2130,4,3,58,0,16715.353125000005,226,47,645,65
2131,6,4,14,0,16716.1828125,385,48,521,24
2132,7,3,10,0,16716.485937499998,181,51,660,20
2133,5,3,197,0,16717.035937499993,366,53,519,205
2134,5,3,232,0,16717.171875000004,401,54,618,240
2135,5,3,8,0,16718.875000000004,177,45,570,16
2136,5,4,30,0,16718.934375,199,56,645,39
2137,6,1,120,0,16719.078125,290,58,630,127
2138,4,1,20,0,16719.328125,188,54,545,25
2139,6,3,9,0,16723.184375000004,179,52,669,18
2140,6,4,229,0,16725.590625,399,41,640,239
2141,4,3,214,0,16729.175,382,54,617,221
2142,4,1,38,0,16732.296875000004,206,37,520,43
2143,4,3,19,0,16733.190625,187,49,618,26
2144,7,1,70,0,16733.684375,241,47,498,78
2145,5,3,108,0,16734.1265625,277,46,472,116
2146,4,4,232,0,16734.2625,400,46,672,240
2147,6,7,13,0,16735.374999999996,183,37,409,26
2148,6,4,230,0,16738.1375,400,52,694,240
2149,6,4,230,0,16738.190625000007,400,60,642,240
2150,7,2,204,0,16739.206250000007,375,51,591,213
2151,5,4,152,0,16739.7,321,66,621,161
2152,6,3,195,0,16739.867187500004,365,38,615,204
2153,4,2,127,0,16740.409375,295,42,566,133
2154,7,4,11,0,16742.803125000006,182,49,594,22
2155,5,2,7,0,16743.082812500004,176,38,382,14
2156,5,3,232,0,16746.015625000004,401,58,707,240
2157,5,4,231,0,16746.237500000007,400,50,718,240
2158,4,4,105,0,16747.6328125,273,51,642,113
2159,4,3,222,0,16751.087500000005,390,48,616,229
2160,5,2,7,0,16753.8015625,176,50,638,14
2161,6,4,101,0,16755.146875000006,271,64,486,111
2162,6,3,41,0,16755.901562500007,211,41,635,50
2163,5,1,29,0,16756.14218750001,198,38,520,35
2164,6,3,9,0,16756.909375000007,179,45,422,18
2165,7,2,26,0,16757.079687500005,197,34,383,35
2166,5,1,13,0,16757.085937500004,182,66,611,19
2167,5,3,53,0,16757.7359375,222,62,618,61
2168,5,3,37,0,16757.921875000004,206,55,614,45
2169,5,3,233,0,16758.371875000004,402,45,641,241
2170,4,4,13,0,16758.396875,181,56,644,21
2171,5,4,231,0,16758.584375000002,400,47,722,240
2172,5,3,232,0,16759.6484375,401,52,400,240
2173,5,8,184,0,16759.9625,353,38,429,197
2174,7,4,232,0,16759.978124999998,403,43,640,243
2175,6,2,111,0,16760.718750000007,281,44,640,119
2176,7,4,115,0,16761.903125000004,286,45,669,126
2177,5,3,135,0,16762.5359375,304,54,569,143
2178,4,2,7,0,16764.053125000002,175,43,523,13
2179,7,4,40,0,16765.298437500005,211,40,519,51
2180,7,3,112,0,16765.779687500002,283,45,594,122
2181,5,2,30,0,16768.2953125,199,40,612,37
2182,7,3,7,0,16768.600000000002,214,51,405,17
2183,7,3,127,0,16769.934375,298,50,399,137
2184,6,3,113,0,16770.4640625,283,41,567,122
2185,7,3,151,0,16771.354687500007,322,41,423,161
2186,4,4,194,0,16772.607812500002,362,50,516,202
2187,4,4,31,0,16772.9703125,199,45,642,39
2188,5,4,232,0,16773.393750000007,401,43,643,241
2189,6,2,185,0,16773.904687500006,355,45,569,193
2190,5,1,66,0,16776.168750000004,235,49,608,72
2191,5,4,231,0,16778.1359375,400,45,640,240
2192,5,3,13,0,16778.665625000005,182,49,593,21
2193,4,4,52,0,16778.75625,220,58,591,60
2194,5,3,8,0,16779.85,177,40,567,16
2195,4,3,173,0,16779.8875,341,47,618,180
2196,6,3,9,0,16780.9765625,179,43,692,18
2197,4,2,136,0,16781.81875,304,55,592,142
2198,4,3,231,0,16783.3125,399,65,405,238
2199,5,8,127,0,16784.206250000007,296,33,342,140
2200,5,4,188,0,16785.1125,357,41,646,197
2201,4,4,95,0,16789.084374999995,263,54,715,103
2202,5,4,231,0,16789.507812500007,400,51,594,240
2203,6,2,232,0,16790.165625,402,31,450,240
2204,5,1,6,0,16790.539062500004,175,64,435,12
2205,5,2,7,0,16791.0234375,176,42,549,14
2206,6,4,189,0,16791.307812500007,359,53,685,199
2207,7,4,229,0,16792.1421875,400,55,643,240
2208,4,3,233,0,16792.895312500004,401,50,641,240
2209,4,3,233,0,16792.932812500007,401,46,544,240
2210,4,3,84,0,16793.698437500007,252,58,666,91
2211,6,3,189,0,16796.171875,359,44,675,198
2212,6,9,101,0,16796.776562500007,271,48,377,116
2213,6,1,233,0,16796.928125000002,403,39,432,240
2214,5,4,165,0,16798.246875,334,54,643,174
2215,7,4,229,0,16799.160937500004,400,56,446,240
2216,7,1,227,0,16799.1921875,398,64,477,235
2217,7,4,94,0,16799.859375,265,48,493,105
2218,5,3,80,0,16800.753125000007,249,47,594,88
2219,6,9,225,0,16800.8390625,395,51,313,240
2220,4,3,121,0,16801.550000000007,289,46,568,128
2221,6,4,229,0,16801.975000000002,399,46,645,239
2222,6,3,231,0,16802.9109375,401,49,594,240
2223,6,4,53,0,16803.048437500005,223,60,644,63
2224,4,3,14,0,16803.83125,182,42,640,21
2225,6,4,25,0,16804.1265625,195,57,471,35
2226,7,4,104,0,16804.4625,275,43,491,115
2227,6,2,106,0,16805.734375,276,40,448,114
2228,5,1,14,0,16805.8828125,183,57,523,20
2229,6,3,183,0,16806.004687500004,353,55,618,192
2230,6,1,10,0,16806.104687500007,180,39,608,17
2231,5,3,185,0,16806.4890625,354,57,712,193
2232,5,3,94,0,16807.2765625,263,48,429,102
2233,4,3,233,0,16807.771875000006,401,47,404,240
2234,5,3,232,0,16807.8515625,401,54,662,240
2235,5,3,232,0,16807.851562500004,401,53,426,240
2236,4,2,234,0,16808.995312500007,402,42,591,240
2237,7,3,10,0,16809.087500000005,181,44,405,20
2238,5,3,178,0,16810.025,347,41,614,186
2239,5,4,209,0,16811.553125000002,378,51,591,218
2240,5,4,172,0,16812.206250000007,341,41,597,181
2241,6,4,182,0,16813.734375,372,42,389,192
2242,6,2,21,0,16815.192187500004,191,48,569,29
2243,7,3,214,0,16815.7390625,385,53,544,224
2244,6,4,158,0,16815.8703125,328,62,746,168
2245,6,2,46,0,16816.5578125,216,45,614,54
2246,6,4,12,0,16817.782812499998,182,58,644,22
2247,5,4,185,0,16818.274999999994,354,61,621,194
2248,7,4,41,0,16820.817187500004,212,44,594,52
2249,6,4,56,0,16821.721875,226,59,569,66
2250,5,4,96,0,16822.946875000005,265,45,718,105
2251,6,3,185,0,16825.209375,355,45,593,194
2252,6,4,170,0,16825.984375,340,48,694,180
2253,7,3,10,0,16828.4203125,181,50,668,20
2254,7,4,229,0,16829.654687500006,400,44,646,240
2255,5,4,212,0,16830.821875000005,381,52,745,221
2256,5,3,35,0,16830.9515625,204,47,591,43
2257,4,3,77,0,16831.918750000004,245,52,665,84
2258,6,3,148,0,16833.26875,318,57,474,157
2259,5,3,232,0,16834.0953125,401,43,569,240
2260,5,3,170,0,16834.903125000004,396,43,465,178
2261,6,2,144,0,16836.890625000004,314,62,592,152
2262,7,3,143,0,16840.639062500002,314,58,471,153
2263,5,4,231,0,16840.6421875,400,45,641,240
2264,6,4,104,0,16844.182812500007,274,50,619,114
2265,5,1,60,0,16844.30625,229,45,600,66
2266,6,3,9,0,16846.496875,179,51,594,18
2267,5,4,231,0,16846.684375000004,400,52,594,240
2268,6,1,59,0,16849.409375,229,58,609,66
2269,6,4,230,0,16849.5875,400,46,486,240
2270,5,4,211,0,16851.084375000002,380,58,497,220
2271,7,2,231,0,16851.279687500002,402,49,498,240
2272,6,4,106,0,16851.98125,276,34,641,116
2273,6,3,230,0,16852.59375,400,50,621,239
2274,6,3,9,0,16853.6390625,179,54,452,18
2275,4,4,79,0,16853.9890625,247,63,619,87
2276,4,3,10,0,16854.54375,178,43,544,17
